TaskID;Type;FailOnCondition;StayActive;TargetQty;ItemName;ItemDropVC;ItemDropProbability;ChestDropProbability;UseGlobalStorage;EnforceLocationRequirement;TerritoryID;POITag;GameModeID;LootTag;PauseAndClearLootOnTaskComplete;AwardOnlyOnce;ShouldCheckPoints;GuranteedDropAttempts;TargetThreshold;CraftingRecipeId;CraftAnyRecipe;InteractTag;UIScreenTag;TriggerAreaType;KillEnemyType;KillEnemyWeaponID;Duration;TaskBuySellType;IsPurchaseOrEarn;IsExactMatch;UseTypeAffix;TypeAffix;UseMatAffix;MatAffix;UseMagicAffix;MagicAffix;MapMarkerMapIcon;MapMarkerTitleLocTag;MapMarkerDescriptionLocTag;MapMarkerWorldPositionX;MapMarkerWorldPositionY;MapMarkerWorldDistanceThreshold;UseLargeItemDisplay;TP_TargetTag;TP_DescriptionTag;TargetDescriptionTaskId;OverrideLocation;TP_StayComplete;IsHidden;CompletedNotificationId;GridLayout;CommunityGoalTag;HideChildren;TriggerAnalyticsEvent;SubTask1;SubTask2;SubTask3;SubTask4;SubTask5
FM_C_1407_container;ConsecutiveTaskContainer;;0;0;;;0;0;false;false;;;;;false;false;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FM_C_1407_tasks_first_container;M_ReturnToGiver;;;
FM_C_1407_tasks_first_container;SimpleTaskContainer;;0;0;;;0;0;false;false;;;;;false;false;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;FM_C_1407_leg_A_task;FM_C_1407_leg_B_task;FM_C_1407_leg_C_task;;
FM_C_1407_leg_A_task;TaskKillContribution;;0;6;;;0;0;false;true;;crater_brutalviewsite_50311;;;true;false;;0;;;;;;;AngryEarth;;;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;;;;;;;;;;;;;
FM_C_1407_leg_B_task;TaskKillContribution;;0;8;;;0;0;false;true;;crater_brutalsummit_50309;;;true;false;;0;;;;;;;AngryEarth;;;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;;;;;;;;;;;;;
FM_C_1407_leg_C_task;TaskKillContribution;;0;8;;;0;0;false;true;;crater_spite_50326;;;true;false;;0;;;;;;;AngryEarth;;;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;;;;;;;;;;;;;
FM_C_1408_container;ConsecutiveTaskContainer;;0;0;;;0;0;false;false;;;;;false;false;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FM_C_1408_tasks_first_container;M_ReturnToGiver;;;
FM_C_1408_tasks_first_container;SimpleTaskContainer;;0;0;;;0;0;false;false;;;;;false;false;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;FM_C_1408_leg_A_task;FM_C_1408_leg_B_task;FM_C_1408_leg_C_task;;
FM_C_1408_leg_A_task;TaskKillContribution;;0;8;;;0;0;false;true;;crater_blightedvillage_50382;;;true;false;;0;;;;;;;Blighted;;;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;;;;;;;;;;;;;
FM_C_1408_leg_B_task;TaskKillContribution;;0;3;;;0;0;false;true;;crater_mysticgrove_50318;;;true;false;;0;;;;;;;AngryEarth;;;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;;;;;;;;;;;;;
FM_C_1408_leg_C_task;TaskKillContribution;;0;4;;;0;0;false;true;;crater_malevolence_50325;;;true;false;;0;;;;;;;AngryEarth;;;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;;;;;;;;;;;;;
FM_C_1409_container;ConsecutiveTaskContainer;;0;0;;;0;0;false;false;;;;;false;false;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FM_C_1409_tasks_first_container;M_ReturnToGiver;;;
FM_C_1409_tasks_first_container;SimpleTaskContainer;;0;0;;;0;0;false;false;;;;;false;false;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;FM_C_1409_leg_A_task;FM_C_1409_leg_B_task;FM_C_1409_leg_C_task;;
FM_C_1409_leg_A_task;TaskKillContribution;;0;4;;;0;0;false;true;;crater_brutalrest_50308;;;true;false;;0;;;;;;;AngryEarth;;;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;;;;;;;;;;;;;
FM_C_1409_leg_B_task;TaskKillContribution;;0;1;;;0;0;false;true;;crater_mysticbridgetower_50368;;;true;false;;0;;;;;;;Dryad_Beast_Named_00;;;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;;;;;;;;;;;;;
FM_C_1409_leg_C_task;TaskKillContribution;;0;3;;;0;0;false;true;;crater_blightedcave_50320;;;true;false;;0;;;;;;;Blighted;;;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;;;;;;;;;;;;;
FM_C_1410_container;ConsecutiveTaskContainer;;0;0;;;0;0;false;false;;;;;false;false;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FM_C_1410_tasks_first_container;M_ReturnToGiver;;;
FM_C_1410_tasks_first_container;SimpleTaskContainer;;0;0;;;0;0;false;false;;;;;false;false;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;FM_C_1410_leg_A_task;FM_C_1410_leg_B_task;FM_C_1410_leg_C_task;;
FM_C_1410_leg_A_task;TaskKillContribution;;0;8;;;0;0;false;true;;crater_malice_50327;;;true;false;;0;;;;;;;AngryEarth;;;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;;;;;;;;;;;;;
FM_C_1410_leg_B_task;TaskKillContribution;;0;8;;;0;0;false;true;;crater_spite_50326;;;true;false;;0;;;;;;;AngryEarth;;;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;;;;;;;;;;;;;
FM_C_1410_leg_C_task;TaskKillContribution;;0;4;;;0;0;false;true;;crater_malevolence_50325;;;true;false;;0;;;;;;;AngryEarth;;;;;;;;;;;;;;;;;;;;@objective_mission_kill_generic_at_POI;;;;;;;;;;;;;;
FM_1461_container;ConsecutiveTaskContainer;;0;0;;;0;0;false;false;;;;;false;false;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FM_1461_tasks_first_container;M_ReturnToGiver;;;
FM_1461_tasks_first_container;SimpleTaskContainer;;0;0;;;0;0;false;false;;;;;false;false;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;FM_1461_leg_A_task;FM_1461_leg_B_task;FM_1461_leg_C_task;;
FM_1461_leg_A_task;TaskHaveAndReturnItems;;0;7;FM_loot_item_1_14;;0;100;false;true;;crater_blightedvillage_50343;;;true;false;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;@objective_mission_loot_chests_generic_at_POI;;;;;;;;;;;;;;
FM_1461_leg_B_task;TaskHaveAndReturnItems;;0;2;FM_loot_item_2_14;;0;100;false;true;;crater_blightedvillage_50353;;;true;false;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;@objective_mission_loot_chests_generic_at_POI;;;;;;;;;;;;;;
FM_1461_leg_C_task;TaskHaveAndReturnItems;;0;1;FM_loot_item_3_14;;0;100;false;true;;crater_feyruins_50354;;;true;false;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;@objective_mission_loot_chests_generic_at_POI;;;;;;;;;;;;;;
FM_1462_container;ConsecutiveTaskContainer;;0;0;;;0;0;false;false;;;;;false;false;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FM_1462_tasks_first_container;M_ReturnToGiver;;;
FM_1462_tasks_first_container;SimpleTaskContainer;;0;0;;;0;0;false;false;;;;;false;false;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;FM_1462_leg_A_task;FM_1462_leg_B_task;FM_1462_leg_C_task;;
FM_1462_leg_A_task;TaskHaveAndReturnItems;;0;1;FM_loot_item_4_14;;0;100;false;true;;crater_feralarchway_50342;;;true;false;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;@objective_mission_loot_chests_generic_at_POI;;;;;;;;;;;;;;
FM_1462_leg_B_task;TaskHaveAndReturnItems;;0;4;FM_loot_item_5_14;;0;100;false;true;;crater_feralledge_50313;;;true;false;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;@objective_mission_loot_chests_generic_at_POI;;;;;;;;;;;;;;
FM_1462_leg_C_task;TaskHaveAndReturnItems;;0;3;FM_loot_item_6_14;;0;100;false;true;;crater_feralaqueduct_50356;;;true;false;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;@objective_mission_loot_chests_generic_at_POI;;;;;;;;;;;;;;
FM_1463_container;ConsecutiveTaskContainer;;0;0;;;0;0;false;false;;;;;false;false;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FM_1463_tasks_first_container;M_ReturnToGiver;;;
FM_1463_tasks_first_container;SimpleTaskContainer;;0;0;;;0;0;false;false;;;;;false;false;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;FM_1463_leg_A_task;FM_1463_leg_B_task;FM_1463_leg_C_task;;
FM_1463_leg_A_task;TaskHaveAndReturnItems;;0;1;FM_loot_item_7_14;;0;100;false;true;;crater_corruptedminecamp_50339;;;true;false;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;@objective_mission_loot_chests_generic_at_POI;;;;;;;;;;;;;;
FM_1463_leg_B_task;TaskHaveAndReturnItems;;0;3;FM_loot_item_8_14;;0;100;false;true;;crater_corruptedminewest_50332;;;true;false;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;@objective_mission_loot_chests_generic_at_POI;;;;;;;;;;;;;;
FM_1463_leg_C_task;TaskHaveAndReturnItems;;0;3;FM_loot_item_9_14;;0;100;false;true;;crater_corruptedmineeast_50333;;;true;false;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;@objective_mission_loot_chests_generic_at_POI;;;;;;;;;;;;;;
FM_1464_container;ConsecutiveTaskContainer;;0;0;;;0;0;false;false;;;;;false;false;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FM_1464_tasks_first_container;M_ReturnToGiver;;;
FM_1464_tasks_first_container;SimpleTaskContainer;;0;0;;;0;0;false;false;;;;;false;false;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;FM_1464_leg_A_task;FM_1464_leg_B_task;FM_1464_leg_C_task;;
FM_1464_leg_A_task;TaskHaveAndReturnItems;;0;3;FM_loot_item_10_14;;0;100;false;true;;crater_brutalthicket_50310;;;true;false;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;@objective_mission_loot_chests_generic_at_POI;;;;;;;;;;;;;;
FM_1464_leg_B_task;TaskHaveAndReturnItems;;0;3;FM_loot_item_11_14;;0;100;false;true;;crater_brutalreach_50307;;;true;false;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;@objective_mission_loot_chests_generic_at_POI;;;;;;;;;;;;;;
FM_1464_leg_C_task;TaskHaveAndReturnItems;;0;1;FM_loot_item_12_14;;0;100;false;true;;crater_brutaloffering_50330;;;true;false;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;@objective_mission_loot_chests_generic_at_POI;;;;;;;;;;;;;;
FM_1465_container;ConsecutiveTaskContainer;;0;0;;;0;0;false;false;;;;;false;false;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FM_1465_tasks_first_container;M_ReturnToGiver;;;
FM_1465_tasks_first_container;SimpleTaskContainer;;0;0;;;0;0;false;false;;;;;false;false;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;FM_1465_leg_A_task;FM_1465_leg_B_task;FM_1465_leg_C_task;;
FM_1465_leg_A_task;TaskHaveAndReturnItems;;0;2;FM_loot_item_13_14;;0;100;false;true;;crater_feralruins_50375;;;true;false;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;@objective_mission_loot_chests_generic_at_POI;;;;;;;;;;;;;;
FM_1465_leg_B_task;TaskHaveAndReturnItems;;0;5;FM_loot_item_14_14;;0;100;false;true;;crater_malice_50327;;;true;false;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;@objective_mission_loot_chests_generic_at_POI;;;;;;;;;;;;;;
FM_1465_leg_C_task;TaskHaveAndReturnItems;;0;2;FM_loot_item_15_14;;0;100;false;true;;crater_feralhaven_50312;;;true;false;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;@objective_mission_loot_chests_generic_at_POI;;;;;;;;;;;;;;
FM_1466_container;ConsecutiveTaskContainer;;0;0;;;0;0;false;false;;;;;false;false;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FM_1466_tasks_first_container;M_ReturnToGiver;;;
FM_1466_tasks_first_container;SimpleTaskContainer;;0;0;;;0;0;false;false;;;;;false;false;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;FM_1466_leg_A_task;FM_1466_leg_B_task;FM_1466_leg_C_task;;
FM_1466_leg_A_task;TaskHaveAndReturnItems;;0;2;FM_loot_item_16_14;;0;100;false;true;;crater_feralhaven_50312;;;true;false;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;@objective_mission_loot_chests_generic_at_POI;;;;;;;;;;;;;;
FM_1466_leg_B_task;TaskHaveAndReturnItems;;0;7;FM_loot_item_17_14;;0;100;false;true;;crater_mysticfen_50317;;;true;false;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;@objective_mission_loot_chests_generic_at_POI;;;;;;;;;;;;;;
FM_1466_leg_C_task;TaskHaveAndReturnItems;;0;2;FM_loot_item_18_14;;0;100;false;true;;crater_mysticbridge_50367;;;true;false;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;@objective_mission_loot_chests_generic_at_POI;;;;;;;;;;;;;;
FM_1467_container;ConsecutiveTaskContainer;;0;0;;;0;0;false;false;;;;;false;false;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FM_1467_tasks_first_container;M_ReturnToGiver;;;
FM_1467_tasks_first_container;SimpleTaskContainer;;0;0;;;0;0;false;false;;;;;false;false;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;FM_1467_leg_A_task;FM_1467_leg_B_task;FM_1467_leg_C_task;;
FM_1467_leg_A_task;TaskHaveAndReturnItems;;0;7;FM_loot_item_19_14;;0;100;false;true;;crater_brutalviewsite_50311;;;true;false;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;@objective_mission_loot_chests_generic_at_POI;;;;;;;;;;;;;;
FM_1467_leg_B_task;TaskHaveAndReturnItems;;0;5;FM_loot_item_20_14;;0;100;false;true;;crater_brutalsummit_50309;;;true;false;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;@objective_mission_loot_chests_generic_at_POI;;;;;;;;;;;;;;
FM_1467_leg_C_task;TaskHaveAndReturnItems;;0;3;FM_loot_item_21_14;;0;100;false;true;;crater_spite_50326;;;true;false;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;@objective_mission_loot_chests_generic_at_POI;;;;;;;;;;;;;;
FM_1468_container;ConsecutiveTaskContainer;;0;0;;;0;0;false;false;;;;;false;false;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FM_1468_tasks_first_container;M_ReturnToGiver;;;
FM_1468_tasks_first_container;SimpleTaskContainer;;0;0;;;0;0;false;false;;;;;false;false;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;FM_1468_leg_A_task;FM_1468_leg_B_task;FM_1468_leg_C_task;;
FM_1468_leg_A_task;TaskHaveAndReturnItems;;0;2;FM_loot_item_22_14;;0;100;false;true;;crater_blightedvillage_50382;;;true;false;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;@objective_mission_loot_chests_generic_at_POI;;;;;;;;;;;;;;
FM_1468_leg_B_task;TaskHaveAndReturnItems;;0;7;FM_loot_item_23_14;;0;100;false;true;;crater_mysticgrove_50318;;;true;false;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;@objective_mission_loot_chests_generic_at_POI;;;;;;;;;;;;;;
FM_1468_leg_C_task;TaskHaveAndReturnItems;;0;7;FM_loot_item_24_14;;0;100;false;true;;crater_malevolence_50325;;;true;false;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;@objective_mission_loot_chests_generic_at_POI;;;;;;;;;;;;;;
FM_1469_container;ConsecutiveTaskContainer;;0;0;;;0;0;false;false;;;;;false;false;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FM_1469_tasks_first_container;M_ReturnToGiver;;;
FM_1469_tasks_first_container;SimpleTaskContainer;;0;0;;;0;0;false;false;;;;;false;false;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;FM_1469_leg_A_task;FM_1469_leg_B_task;FM_1469_leg_C_task;;
FM_1469_leg_A_task;TaskHaveAndReturnItems;;0;2;FM_loot_item_25_14;;0;100;false;true;;crater_brutalrest_50308;;;true;false;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;@objective_mission_loot_chests_generic_at_POI;;;;;;;;;;;;;;
FM_1469_leg_B_task;TaskHaveAndReturnItems;;0;4;FM_loot_item_26_14;;0;100;false;true;;crater_mysticbridgetower_50368;;;true;false;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;@objective_mission_loot_chests_generic_at_POI;;;;;;;;;;;;;;
FM_1469_leg_C_task;TaskHaveAndReturnItems;;0;2;FM_loot_item_27_14;;0;100;false;true;;crater_blightedcave_50320;;;true;false;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;@objective_mission_loot_chests_generic_at_POI;;;;;;;;;;;;;;
FM_1470_container;ConsecutiveTaskContainer;;0;0;;;0;0;false;false;;;;;false;false;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FM_1470_tasks_first_container;M_ReturnToGiver;;;
FM_1470_tasks_first_container;SimpleTaskContainer;;0;0;;;0;0;false;false;;;;;false;false;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;FM_1470_leg_A_task;FM_1470_leg_B_task;FM_1470_leg_C_task;;
FM_1470_leg_A_task;TaskHaveAndReturnItems;;0;5;FM_loot_item_28_14;;0;100;false;true;;crater_malice_50327;;;true;false;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;@objective_mission_loot_chests_generic_at_POI;;;;;;;;;;;;;;
FM_1470_leg_B_task;TaskHaveAndReturnItems;;0;3;FM_loot_item_29_14;;0;100;false;true;;crater_spite_50326;;;true;false;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;@objective_mission_loot_chests_generic_at_POI;;;;;;;;;;;;;;
FM_1470_leg_C_task;TaskHaveAndReturnItems;;0;8;FM_loot_item_30_14;;0;100;false;true;;crater_malevolence_50325;;;true;false;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;@objective_mission_loot_chests_generic_at_POI;;;;;;;;;;;;;;
FM_S_1461_container;ConsecutiveTaskContainer;;0;0;;;0;0;false;false;;;;;false;false;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FM_S_1461_tasks_first_container;M_ReturnToGiver;;;
FM_S_1461_tasks_first_container;SimpleTaskContainer;;0;0;;;0;0;false;false;;;;;false;false;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;FM_S_1461_leg_A_task;FM_S_1461_leg_B_task;FM_S_1461_leg_C_task;;
FM_S_1461_leg_A_task;TaskHaveAndReturnItems;;0;7;FM_loot_item_1_14;;0;100;false;true;;crater_blightedvillage_50343;;;true;false;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;@objective_mission_loot_chests_generic_at_POI;;;;;;;;;;;;;;
FM_S_1461_leg_B_task;TaskHaveAndReturnItems;;0;2;FM_loot_item_2_14;;0;100;false;true;;crater_blightedvillage_50353;;;true;false;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;@objective_mission_loot_chests_generic_at_POI;;;;;;;;;;;;;;
FM_S_1461_leg_C_task;TaskHaveAndReturnItems;;0;1;FM_loot_item_3_14;;0;100;false;true;;crater_feyruins_50354;;;true;false;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;@objective_mission_loot_chests_generic_at_POI;;;;;;;;;;;;;;
FM_S_1462_container;ConsecutiveTaskContainer;;0;0;;;0;0;false;false;;;;;false;false;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FM_S_1462_tasks_first_container;M_ReturnToGiver;;;
FM_S_1462_tasks_first_container;SimpleTaskContainer;;0;0;;;0;0;false;false;;;;;false;false;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;FM_S_1462_leg_A_task;FM_S_1462_leg_B_task;FM_S_1462_leg_C_task;;
FM_S_1462_leg_A_task;TaskHaveAndReturnItems;;0;1;FM_loot_item_4_14;;0;100;false;true;;crater_feralarchway_50342;;;true;false;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;@objective_mission_loot_chests_generic_at_POI;;;;;;;;;;;;;;
FM_S_1462_leg_B_task;TaskHaveAndReturnItems;;0;4;FM_loot_item_5_14;;0;100;false;true;;crater_feralledge_50313;;;true;false;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;@objective_mission_loot_chests_generic_at_POI;;;;;;;;;;;;;;
FM_S_1462_leg_C_task;TaskHaveAndReturnItems;;0;3;FM_loot_item_6_14;;0;100;false;true;;crater_feralaqueduct_50356;;;true;false;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;@objective_mission_loot_chests_generic_at_POI;;;;;;;;;;;;;;
FM_S_1463_container;ConsecutiveTaskContainer;;0;0;;;0;0;false;false;;;;;false;false;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FM_S_1463_tasks_first_container;M_ReturnToGiver;;;
FM_S_1463_tasks_first_container;SimpleTaskContainer;;0;0;;;0;0;false;false;;;;;false;false;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;FM_S_1463_leg_A_task;FM_S_1463_leg_B_task;FM_S_1463_leg_C_task;;
FM_S_1463_leg_A_task;TaskHaveAndReturnItems;;0;1;FM_loot_item_7_14;;0;100;false;true;;crater_corruptedminecamp_50339;;;true;false;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;@objective_mission_loot_chests_generic_at_POI;;;;;;;;;;;;;;
FM_S_1463_leg_B_task;TaskHaveAndReturnItems;;0;3;FM_loot_item_8_14;;0;100;false;true;;crater_corruptedminewest_50332;;;true;false;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;@objective_mission_loot_chests_generic_at_POI;;;;;;;;;;;;;;
FM_S_1463_leg_C_task;TaskHaveAndReturnItems;;0;3;FM_loot_item_9_14;;0;100;false;true;;crater_corruptedmineeast_50333;;;true;false;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;@objective_mission_loot_chests_generic_at_POI;;;;;;;;;;;;;;
FM_S_1464_container;ConsecutiveTaskContainer;;0;0;;;0;0;false;false;;;;;false;false;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FM_S_1464_tasks_first_container;M_ReturnToGiver;;;
FM_S_1464_tasks_first_container;SimpleTaskContainer;;0;0;;;0;0;false;false;;;;;false;false;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;FM_S_1464_leg_A_task;FM_S_1464_leg_B_task;FM_S_1464_leg_C_task;;
FM_S_1464_leg_A_task;TaskHaveAndReturnItems;;0;3;FM_loot_item_10_14;;0;100;false;true;;crater_brutalthicket_50310;;;true;false;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;@objective_mission_loot_chests_generic_at_POI;;;;;;;;;;;;;;
FM_S_1464_leg_B_task;TaskHaveAndReturnItems;;0;3;FM_loot_item_11_14;;0;100;false;true;;crater_brutalreach_50307;;;true;false;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;@objective_mission_loot_chests_generic_at_POI;;;;;;;;;;;;;;
FM_S_1464_leg_C_task;TaskHaveAndReturnItems;;0;1;FM_loot_item_12_14;;0;100;false;true;;crater_brutaloffering_50330;;;true;false;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;@objective_mission_loot_chests_generic_at_POI;;;;;;;;;;;;;;
FM_S_1465_container;ConsecutiveTaskContainer;;0;0;;;0;0;false;false;;;;;false;false;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FM_S_1465_tasks_first_container;M_ReturnToGiver;;;
FM_S_1465_tasks_first_container;SimpleTaskContainer;;0;0;;;0;0;false;false;;;;;false;false;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;FM_S_1465_leg_A_task;FM_S_1465_leg_B_task;FM_S_1465_leg_C_task;;
FM_S_1465_leg_A_task;TaskHaveAndReturnItems;;0;2;FM_loot_item_13_14;;0;100;false;true;;crater_feralruins_50375;;;true;false;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;@objective_mission_loot_chests_generic_at_POI;;;;;;;;;;;;;;
FM_S_1465_leg_B_task;TaskHaveAndReturnItems;;0;5;FM_loot_item_14_14;;0;100;false;true;;crater_malice_50327;;;true;false;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;@objective_mission_loot_chests_generic_at_POI;;;;;;;;;;;;;;
FM_S_1465_leg_C_task;TaskHaveAndReturnItems;;0;2;FM_loot_item_15_14;;0;100;false;true;;crater_feralhaven_50312;;;true;false;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;@objective_mission_loot_chests_generic_at_POI;;;;;;;;;;;;;;
FM_S_1466_container;ConsecutiveTaskContainer;;0;0;;;0;0;false;false;;;;;false;false;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FM_S_1466_tasks_first_container;M_ReturnToGiver;;;
FM_S_1466_tasks_first_container;SimpleTaskContainer;;0;0;;;0;0;false;false;;;;;false;false;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;FM_S_1466_leg_A_task;FM_S_1466_leg_B_task;FM_S_1466_leg_C_task;;
FM_S_1466_leg_A_task;TaskHaveAndReturnItems;;0;2;FM_loot_item_16_14;;0;100;false;true;;crater_feralhaven_50312;;;true;false;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;@objective_mission_loot_chests_generic_at_POI;;;;;;;;;;;;;;
FM_S_1466_leg_B_task;TaskHaveAndReturnItems;;0;7;FM_loot_item_17_14;;0;100;false;true;;crater_mysticfen_50317;;;true;false;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;@objective_mission_loot_chests_generic_at_POI;;;;;;;;;;;;;;
FM_S_1466_leg_C_task;TaskHaveAndReturnItems;;0;2;FM_loot_item_18_14;;0;100;false;true;;crater_mysticbridge_50367;;;true;false;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;@objective_mission_loot_chests_generic_at_POI;;;;;;;;;;;;;;
FM_S_1467_container;ConsecutiveTaskContainer;;0;0;;;0;0;false;false;;;;;false;false;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FM_S_1467_tasks_first_container;M_ReturnToGiver;;;
FM_S_1467_tasks_first_container;SimpleTaskContainer;;0;0;;;0;0;false;false;;;;;false;false;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;FM_S_1467_leg_A_task;FM_S_1467_leg_B_task;FM_S_1467_leg_C_task;;
FM_S_1467_leg_A_task;TaskHaveAndReturnItems;;0;7;FM_loot_item_19_14;;0;100;false;true;;crater_brutalviewsite_50311;;;true;false;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;@objective_mission_loot_chests_generic_at_POI;;;;;;;;;;;;;;
